ΚΑΤΑ ΛΟΥΚΑΝ 
Lk 1:1	Ἐπειδήπερ πολλοὶ ἐπεχείρησαν ἀνατάξασθαι διήγησιν περὶ τῶν πεπληροφορημένων ἐν ἡμῖν πραγμάτων, 
Lk 7:25	ἀλλὰ τί ⸀ἐξήλθατε ἰδεῖν; ἄνθρωπον ἐν μαλακοῖς ἱματίοις ἠμφιεσμένον; ἰδοὺ οἱ ἐν ἱματισμῷ ἐνδόξῳ καὶ τρυφῇ ὑπάρχοντες ἐν τοῖς βασιλείοις εἰσίν. 
Lk 7:26	ἀλλὰ τί ⸀ἐξήλθατε ἰδεῖν; προφήτην; ναί, λέγω ὑμῖν, καὶ περισσότερον προφήτου. 
Lk 7:27	οὗτός ἐστιν περὶ οὗ γέγραπται· ⸀Ἰδοὺ ἀποστέλλω τὸν ἄγγελόν μου πρὸ προσώπου σου, ὃς κατασκευάσει τὴν ὁδόν σου ἔμπροσθέν σου. 
Lk 7:28	⸀λέγω ὑμῖν, μείζων ἐν γεννητοῖς γυναικῶν ⸀Ἰωάννου οὐδείς ἐστιν· ὁ δὲ μικρότερος ἐν τῇ βασιλείᾳ τοῦ θεοῦ μείζων αὐτοῦ ἐστιν. 
Lk 7:29	(καὶ πᾶς ὁ λαὸς ἀκούσας καὶ οἱ τελῶναι ἐδικαίωσαν τὸν θεόν, βαπτισθέντες τὸ βάπτισμα Ἰωάννου· 
Lk 7:30	οἱ δὲ Φαρισαῖοι καὶ οἱ νομικοὶ τὴν βουλὴν τοῦ θεοῦ ἠθέτησαν εἰς ἑαυτούς, μὴ βαπτισθέντες ὑπ’ αὐτοῦ.) 
Lk 7:31	Τίνι οὖν ὁμοιώσω τοὺς ἀνθρώπους τῆς γενεᾶς ταύτης, καὶ τίνι εἰσὶν ὅμοιοι; 
Lk 7:32	ὅμοιοί εἰσιν παιδίοις τοῖς ἐν ἀγορᾷ καθημένοις καὶ προσφωνοῦσιν ἀλλήλοις, ⸂ἃ λέγει⸃· Ηὐλήσαμεν ὑμῖν καὶ οὐκ ὠρχήσασθε· ⸀ἐθρηνήσαμεν καὶ οὐκ ἐκλαύσατε· 
Lk 7:33	ἐλήλυθεν γὰρ Ἰωάννης ὁ βαπτιστὴς ⸀μὴ ⸂ἐσθίων ἄρτον μήτε πίνων οἶνον⸃, καὶ λέγετε· Δαιμόνιον ἔχει· 
Lk 7:34	ἐλήλυθεν ὁ υἱὸς τοῦ ἀνθρώπου ἐσθίων καὶ πίνων, καὶ λέγετε· Ἰδοὺ ἄνθρωπος φάγος καὶ οἰνοπότης, φίλος τελωνῶν καὶ ἁμαρτωλῶν. 
Lk 7:35	καὶ ἐδικαιώθη ἡ σοφία ἀπὸ ⸂πάντων τῶν τέκνων αὐτῆς⸃. 
Lk 7:36	Ἠρώτα δέ τις αὐτὸν τῶν Φαρισαίων ἵνα φάγῃ μετ’ αὐτοῦ· καὶ εἰσελθὼν εἰς ⸂τὸν οἶκον⸃ τοῦ Φαρισαίου ⸀κατεκλίθη. 
Lk 7:37	καὶ ἰδοὺ γυνὴ ⸂ἥτις ἦν ἐν τῇ πόλει⸃ ἁμαρτωλός, ⸀καὶ ἐπιγνοῦσα ὅτι ⸀κατάκειται ἐν τῇ οἰκίᾳ τοῦ Φαρισαίου, κομίσασα ἀλάβαστρον μύρου 
Lk 7:38	καὶ στᾶσα ⸂ὀπίσω παρὰ τοὺς πόδας αὐτοῦ⸃ κλαίουσα, ⸂τοῖς δάκρυσιν ἤρξατο βρέχειν τοὺς πόδας αὐτοῦ⸃ καὶ ταῖς θριξὶν τῆς κεφαλῆς αὐτῆς ἐξέμασσεν, καὶ κατεφίλει τοὺς πόδας αὐτοῦ καὶ ἤλειφεν τῷ μύρῳ. 
Lk 7:39	ἰδὼν δὲ ὁ Φαρισαῖος ὁ καλέσας αὐτὸν εἶπεν ἐν ἑαυτῷ λέγων· Οὗτος εἰ ⸀ἦν προφήτης, ἐγίνωσκεν ἂν τίς καὶ ποταπὴ ἡ γυνὴ ἥτις ἅπτεται αὐτοῦ, ὅτι ἁμαρτωλός ἐστιν. 
Lk 7:40	καὶ ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν πρὸς αὐτόν· Σίμων, ἔχω σοί τι εἰπεῖν. ὁ δέ· ⸂Διδάσκαλε, εἰπέ, φησίν⸃. 
Lk 7:41	δύο χρεοφειλέται ἦσαν δανιστῇ τινι· ὁ εἷς ὤφειλεν δηνάρια πεντακόσια, ὁ δὲ ἕτερος πεντήκοντα. 
Lk 7:42	μὴ ⸀ἐχόντων αὐτῶν ἀποδοῦναι ἀμφοτέροις ἐχαρίσατο. τίς οὖν ⸀αὐτῶν πλεῖον ⸂ἀγαπήσει αὐτόν⸃; 
Lk 7:43	⸀ἀποκριθεὶς Σίμων εἶπεν· Ὑπολαμβάνω ὅτι ᾧ τὸ πλεῖον ἐχαρίσατο. ὁ δὲ εἶπεν αὐτῷ· Ὀρθῶς ἔκρινας. 
Lk 7:44	καὶ στραφεὶς πρὸς τὴν γυναῖκα τῷ Σίμωνι ἔφη· Βλέπεις ταύτην τὴν γυναῖκα; εἰσῆλθόν σου εἰς τὴν οἰκίαν, ὕδωρ ⸀μοι ἐπὶ ⸀πόδας οὐκ ἔδωκας· αὕτη δὲ τοῖς δάκρυσιν ἔβρεξέν μου τοὺς πόδας καὶ ταῖς ⸀θριξὶν αὐτῆς ἐξέμαξεν. 
Lk 7:45	φίλημά μοι οὐκ ἔδωκας· αὕτη δὲ ἀφ’ ἧς εἰσῆλθον οὐ διέλιπεν καταφιλοῦσά μου τοὺς πόδας. 
Lk 7:46	ἐλαίῳ τὴν κεφαλήν μου οὐκ ἤλειψας· αὕτη δὲ μύρῳ ἤλειψεν ⸂τοὺς πόδας μου⸃. 
Lk 7:47	οὗ χάριν, λέγω σοι, ἀφέωνται αἱ ἁμαρτίαι αὐτῆς αἱ πολλαί, ὅτι ἠγάπησεν πολύ· ᾧ δὲ ὀλίγον ἀφίεται, ὀλίγον ἀγαπᾷ. 
Lk 7:48	εἶπεν δὲ αὐτῇ· Ἀφέωνταί σου αἱ ἁμαρτίαι. 
Lk 7:49	καὶ ἤρξαντο οἱ συνανακείμενοι λέγειν ἐν ἑαυτοῖς· Τίς οὗτός ἐστιν ὃς καὶ ἁμαρτίας ἀφίησιν; 
Lk 7:50	εἶπεν δὲ πρὸς τὴν γυναῖκα· Ἡ πίστις σου σέσωκέν σε· πορεύου εἰς εἰρήνην. 
Lk 8:1	Καὶ ἐγένετο ἐν τῷ καθεξῆς καὶ αὐτὸς διώδευεν κατὰ πόλιν καὶ κώμην κηρύσσων καὶ εὐαγγελιζόμενος τὴν βασιλείαν τοῦ θεοῦ, καὶ οἱ δώδεκα σὺν αὐτῷ, 
Lk 8:2	καὶ γυναῖκές τινες αἳ ἦσαν τεθεραπευμέναι ἀπὸ πνευμάτων πονηρῶν καὶ ἀσθενειῶν, Μαρία ἡ καλουμένη Μαγδαληνή, ἀφ’ ἧς δαιμόνια ἑπτὰ ἐξεληλύθει, 
Lk 8:3	καὶ Ἰωάννα γυνὴ Χουζᾶ ἐπιτρόπου Ἡρῴδου καὶ Σουσάννα καὶ ἕτεραι πολλαί, αἵτινες διηκόνουν αὐτοῖς ⸀ἐκ τῶν ὑπαρχόντων αὐταῖς. 
Lk 8:4	Συνιόντος δὲ ὄχλου πολλοῦ καὶ τῶν κατὰ πόλιν ἐπιπορευομένων πρὸς αὐτὸν εἶπεν διὰ παραβολῆς· 
Lk 8:5	Ἐξῆλθεν ὁ σπείρων τοῦ σπεῖραι τὸν σπόρον αὐτοῦ. καὶ ἐν τῷ σπείρειν αὐτὸν ὃ μὲν ἔπεσεν παρὰ τὴν ὁδόν, καὶ κατεπατήθη καὶ τὰ πετεινὰ τοῦ οὐρανοῦ κατέφαγεν αὐτό. 
Lk 8:6	καὶ ἕτερον ⸀κατέπεσεν ἐπὶ τὴν πέτραν, καὶ φυὲν ἐξηράνθη διὰ τὸ μὴ ἔχειν ἰκμάδα. 
Lk 8:7	καὶ ἕτερον ἔπεσεν ἐν μέσῳ τῶν ἀκανθῶν, καὶ συμφυεῖσαι αἱ ἄκανθαι ἀπέπνιξαν αὐτό. 
Lk 8:8	καὶ ἕτερον ἔπεσεν εἰς τὴν γῆν τὴν ἀγαθήν, καὶ φυὲν ἐποίησεν καρπὸν ἑκατονταπλασίονα. ταῦτα λέγων ἐφώνει· Ὁ ἔχων ὦτα ἀκούειν ἀκουέτω. 
Lk 8:9	Ἐπηρώτων δὲ αὐτὸν οἱ μαθηταὶ ⸀αὐτοῦ τίς ⸂αὕτη εἴη ἡ παραβολή⸃. 
Lk 8:10	ὁ δὲ εἶπεν· Ὑμῖν δέδοται γνῶναι τὰ μυστήρια τῆς βασιλείας τοῦ θεοῦ, τοῖς δὲ λοιποῖς ἐν παραβολαῖς, ἵνα βλέποντες μὴ βλέπωσιν καὶ ἀκούοντες μὴ συνιῶσιν. 
Lk 8:11	Ἔστιν δὲ αὕτη ἡ παραβολή· Ὁ σπόρος ἐστὶν ὁ λόγος τοῦ θεοῦ. 
Lk 8:12	οἱ δὲ παρὰ τὴν ὁδόν εἰσιν οἱ ⸀ἀκούσαντες, εἶτα ἔρχεται ὁ διάβολος καὶ αἴρει τὸν λόγον ἀπὸ τῆς καρδίας αὐτῶν, ἵνα μὴ πιστεύσαντες σωθῶσιν. 
Lk 8:13	οἱ δὲ ἐπὶ τῆς πέτρας οἳ ὅταν ἀκούσωσιν μετὰ χαρᾶς δέχονται τὸν λόγον, καὶ οὗτοι ῥίζαν οὐκ ἔχουσιν, οἳ πρὸς καιρὸν πιστεύουσιν καὶ ἐν καιρῷ πειρασμοῦ ἀφίστανται. 
Lk 8:14	τὸ δὲ εἰς τὰς ἀκάνθας πεσόν, οὗτοί εἰσιν οἱ ἀκούσαντες, καὶ ὑπὸ μεριμνῶν καὶ πλούτου καὶ ἡδονῶν τοῦ βίου πορευόμενοι συμπνίγονται καὶ οὐ τελεσφοροῦσιν. 
Lk 8:15	τὸ δὲ ἐν τῇ καλῇ γῇ, οὗτοί εἰσιν οἵτινες ἐν καρδίᾳ καλῇ καὶ ἀγαθῇ ἀκούσαντες τὸν λόγον κατέχουσιν καὶ καρποφοροῦσιν ἐν ὑπομονῇ. 
Lk 8:16	Οὐδεὶς δὲ λύχνον ἅψας καλύπτει αὐτὸν σκεύει ἢ ὑποκάτω κλίνης τίθησιν, ἀλλ’ ἐπὶ λυχνίας ⸀τίθησιν, ἵνα οἱ εἰσπορευόμενοι βλέπωσιν τὸ φῶς. 
Lk 8:17	οὐ γάρ ἐστιν κρυπτὸν ὃ οὐ φανερὸν γενήσεται, οὐδὲ ἀπόκρυφον ὃ οὐ ⸂μὴ γνωσθῇ⸃ καὶ εἰς φανερὸν ἔλθῃ. 
Lk 8:18	βλέπετε οὖν πῶς ἀκούετε· ὃς ⸂ἂν γὰρ⸃ ἔχῃ, δοθήσεται αὐτῷ, καὶ ὃς ⸀ἂν μὴ ἔχῃ, καὶ ὃ δοκεῖ ἔχειν ἀρθήσεται ἀπ’ αὐτοῦ. 
Lk 8:19	⸀Παρεγένετο δὲ πρὸς αὐτὸν ἡ μήτηρ καὶ οἱ ἀδελφοὶ αὐτοῦ, καὶ οὐκ ἠδύναντο συντυχεῖν αὐτῷ διὰ τὸν ὄχλον. 
Lk 8:20	⸂ἀπηγγέλη δὲ⸃ ⸀αὐτῷ· Ἡ μήτηρ σου καὶ οἱ ἀδελφοί σου ἑστήκασιν ἔξω ἰδεῖν ⸂σε θέλοντές⸃. 
Lk 8:21	ὁ δὲ ἀποκριθεὶς εἶπεν πρὸς αὐτούς· Μήτηρ μου καὶ ἀδελφοί μου οὗτοί εἰσιν οἱ τὸν λόγον τοῦ θεοῦ ἀκούοντες καὶ ⸀ποιοῦντες. 
Lk 8:22	⸂Ἐγένετο δὲ⸃ ἐν μιᾷ τῶν ἡμερῶν καὶ αὐτὸς ἐνέβη εἰς πλοῖον καὶ οἱ μαθηταὶ αὐτοῦ, καὶ εἶπεν πρὸς αὐτούς· Διέλθωμεν εἰς τὸ πέραν τῆς λίμνης, καὶ ἀνήχθησαν. 
Lk 8:23	πλεόντων δὲ αὐτῶν ἀφύπνωσεν. καὶ κατέβη λαῖλαψ ἀνέμου εἰς τὴν λίμνην, καὶ συνεπληροῦντο καὶ ἐκινδύνευον. 
Lk 8:24	προσελθόντες δὲ διήγειραν αὐτὸν λέγοντες· Ἐπιστάτα ἐπιστάτα, ἀπολλύμεθα· ὁ δὲ ⸀διεγερθεὶς ἐπετίμησεν τῷ ἀνέμῳ καὶ τῷ κλύδωνι τοῦ ὕδατος, καὶ ἐπαύσαντο, καὶ ἐγένετο γαλήνη. 
Lk 8:25	εἶπεν δὲ αὐτοῖς· ⸀Ποῦ ἡ πίστις ὑμῶν; φοβηθέντες δὲ ἐθαύμασαν, λέγοντες πρὸς ἀλλήλους· Τίς ἄρα οὗτός ἐστιν ὅτι καὶ τοῖς ἀνέμοις ἐπιτάσσει καὶ τῷ ὕδατι, καὶ ὑπακούουσιν αὐτῷ; 
Lk 8:26	Καὶ κατέπλευσαν εἰς τὴν χώραν τῶν ⸀Γερασηνῶν, ἥτις ἐστὶν ἀντιπέρα τῆς Γαλιλαίας. 
Lk 8:27	ἐξελθόντι δὲ αὐτῷ ἐπὶ τὴν γῆν ⸀ὑπήντησεν ἀνήρ τις ἐκ τῆς πόλεως ⸀ἔχων δαιμόνια· ⸂καὶ χρόνῳ ἱκανῷ οὐκ ἐνεδύσατο ἱμάτιον⸃, καὶ ἐν οἰκίᾳ οὐκ ἔμενεν ἀλλ’ ἐν τοῖς μνήμασιν. 
Lk 8:28	ἰδὼν δὲ τὸν ⸀Ἰησοῦν ἀνακράξας προσέπεσεν αὐτῷ καὶ φωνῇ μεγάλῃ εἶπεν· Τί ἐμοὶ καὶ σοί, Ἰησοῦ υἱὲ τοῦ θεοῦ τοῦ ὑψίστου; δέομαί σου, μή με βασανίσῃς· 
Lk 8:29	⸀παρήγγελλεν γὰρ τῷ πνεύματι τῷ ἀκαθάρτῳ ἐξελθεῖν ἀπὸ τοῦ ἀνθρώπου. πολλοῖς γὰρ χρόνοις συνηρπάκει αὐτόν, καὶ ⸀ἐδεσμεύετο ἁλύσεσιν καὶ πέδαις φυλασσόμενος, καὶ διαρρήσσων τὰ δεσμὰ ἠλαύνετο ⸀ὑπὸ τοῦ ⸀δαιμονίου εἰς τὰς ἐρήμους. 
Lk 8:30	ἐπηρώτησεν δὲ αὐτὸν ὁ ⸀Ἰησοῦς· Τί σοι ⸂ὄνομά ἐστιν⸃; ὁ δὲ εἶπεν· Λεγιών, ὅτι ⸂εἰσῆλθεν δαιμόνια πολλὰ⸃ εἰς αὐτόν. 
Lk 8:31	καὶ ⸀παρεκάλουν αὐτὸν ἵνα μὴ ἐπιτάξῃ αὐτοῖς εἰς τὴν ἄβυσσον ἀπελθεῖν. 
Lk 8:32	Ἦν δὲ ἐκεῖ ἀγέλη χοίρων ἱκανῶν ⸀βοσκομένη ἐν τῷ ὄρει· καὶ ⸀παρεκάλεσαν αὐτὸν ἵνα ἐπιτρέψῃ αὐτοῖς εἰς ἐκείνους εἰσελθεῖν· καὶ ἐπέτρεψεν αὐτοῖς. 
Lk 8:33	ἐξελθόντα δὲ τὰ δαιμόνια ἀπὸ τοῦ ἀνθρώπου εἰσῆλθον εἰς τοὺς χοίρους, καὶ ὥρμησεν ἡ ἀγέλη κατὰ τοῦ κρημνοῦ εἰς τὴν λίμνην καὶ ἀπεπνίγη. 
Lk 8:34	Ἰδόντες δὲ οἱ βόσκοντες τὸ ⸀γεγονὸς ἔφυγον καὶ ἀπήγγειλαν εἰς τὴν πόλιν καὶ εἰς τοὺς ἀγρούς. 
Lk 8:35	ἐξῆλθον δὲ ἰδεῖν τὸ γεγονὸς καὶ ἦλθον πρὸς τὸν Ἰησοῦν, καὶ εὗρον καθήμενον τὸν ἄνθρωπον ἀφ’ οὗ τὰ δαιμόνια ⸀ἐξῆλθεν ἱματισμένον καὶ σωφρονοῦντα παρὰ τοὺς πόδας τοῦ Ἰησοῦ, καὶ ἐφοβήθησαν. 
Lk 8:36	ἀπήγγειλαν δὲ ⸀αὐτοῖς οἱ ἰδόντες πῶς ἐσώθη ὁ δαιμονισθείς. 
Lk 8:37	καὶ ⸀ἠρώτησεν αὐτὸν ἅπαν τὸ πλῆθος τῆς περιχώρου τῶν ⸀Γερασηνῶν ἀπελθεῖν ἀπ’ αὐτῶν, ὅτι φόβῳ μεγάλῳ συνείχοντο· αὐτὸς δὲ ἐμβὰς ⸀εἰς πλοῖον ὑπέστρεψεν. 
Lk 8:38	ἐδεῖτο δὲ αὐτοῦ ὁ ἀνὴρ ἀφ’ οὗ ἐξεληλύθει τὰ δαιμόνια εἶναι σὺν αὐτῷ· ἀπέλυσεν δὲ ⸀αὐτὸν λέγων· 
Lk 8:39	Ὑπόστρεφε εἰς τὸν οἶκόν σου, καὶ διηγοῦ ὅσα ⸂σοι ἐποίησεν⸃ ὁ θεός. καὶ ἀπῆλθεν καθ’ ὅλην τὴν πόλιν κηρύσσων ὅσα ἐποίησεν αὐτῷ ὁ Ἰησοῦς. 
Lk 8:40	⸂Ἐν δὲ⸃ τῷ ⸀ὑποστρέφειν τὸν Ἰησοῦν ἀπεδέξατο αὐτὸν ὁ ὄχλος, ἦσαν γὰρ πάντες προσδοκῶντες αὐτόν. 
Lk 8:41	καὶ ἰδοὺ ἦλθεν ἀνὴρ ᾧ ὄνομα Ἰάϊρος, καὶ ⸀οὗτος ἄρχων τῆς συναγωγῆς ὑπῆρχεν, καὶ πεσὼν παρὰ τοὺς πόδας ⸀τοῦ Ἰησοῦ παρεκάλει αὐτὸν εἰσελθεῖν εἰς τὸν οἶκον αὐτοῦ, 
Lk 8:42	ὅτι θυγάτηρ μονογενὴς ἦν αὐτῷ ὡς ἐτῶν δώδεκα καὶ αὐτὴ ἀπέθνῃσκεν. Ἐν δὲ τῷ ὑπάγειν αὐτὸν οἱ ὄχλοι συνέπνιγον αὐτόν. 
Lk 8:43	καὶ γυνὴ οὖσα ἐν ῥύσει αἵματος ἀπὸ ἐτῶν δώδεκα, ἥτις ⸂ἰατροῖς προσαναλώσασα ὅλον τὸν βίον⸃ οὐκ ἴσχυσεν ⸀ἀπ’ οὐδενὸς θεραπευθῆναι, 
Lk 8:44	προσελθοῦσα ὄπισθεν ἥψατο τοῦ κρασπέδου τοῦ ἱματίου αὐτοῦ, καὶ παραχρῆμα ἔστη ἡ ῥύσις τοῦ αἵματος αὐτῆς. 
Lk 8:45	καὶ εἶπεν ὁ Ἰησοῦς· Τίς ὁ ἁψάμενός μου; ἀρνουμένων δὲ πάντων εἶπεν ὁ ⸀Πέτρος· Ἐπιστάτα, οἱ ὄχλοι συνέχουσίν σε καὶ ⸀ἀποθλίβουσιν. 
Lk 8:46	ὁ δὲ Ἰησοῦς εἶπεν· Ἥψατό μού τις, ἐγὼ γὰρ ἔγνων δύναμιν ⸀ἐξεληλυθυῖαν ἀπ’ ἐμοῦ. 
Lk 8:47	ἰδοῦσα δὲ ἡ γυνὴ ὅτι οὐκ ἔλαθεν τρέμουσα ἦλθεν καὶ προσπεσοῦσα αὐτῷ δι’ ἣν αἰτίαν ἥψατο αὐτοῦ ⸀ἀπήγγειλεν ἐνώπιον παντὸς τοῦ λαοῦ καὶ ὡς ἰάθη παραχρῆμα. 
Lk 8:48	ὁ δὲ εἶπεν αὐτῇ· ⸀Θυγάτηρ, ἡ πίστις σου σέσωκέν σε· πορεύου εἰς εἰρήνην. 
Lk 8:49	Ἔτι αὐτοῦ λαλοῦντος ἔρχεταί τις παρὰ τοῦ ἀρχισυναγώγου ⸀λέγων ὅτι Τέθνηκεν ἡ θυγάτηρ σου, ⸀μηκέτι σκύλλε τὸν διδάσκαλον. 
Lk 8:50	ὁ δὲ Ἰησοῦς ἀκούσας ἀπεκρίθη ⸀αὐτῷ· Μὴ φοβοῦ, μόνον ⸀πίστευσον, καὶ σωθήσεται. 
Lk 8:51	ἐλθὼν δὲ εἰς τὴν οἰκίαν οὐκ ἀφῆκεν εἰσελθεῖν ⸂τινα σὺν αὐτῷ⸃ εἰ μὴ Πέτρον καὶ Ἰωάννην καὶ Ἰάκωβον καὶ τὸν πατέρα τῆς παιδὸς καὶ τὴν μητέρα. 
Lk 8:52	ἔκλαιον δὲ πάντες καὶ ἐκόπτοντο αὐτήν. ὁ δὲ εἶπεν· Μὴ κλαίετε, ⸂οὐ γὰρ⸃ ἀπέθανεν ἀλλὰ καθεύδει. 
Lk 8:53	καὶ κατεγέλων αὐτοῦ, εἰδότες ὅτι ἀπέθανεν. 
Lk 8:54	αὐτὸς ⸀δὲ κρατήσας τῆς χειρὸς αὐτῆς ἐφώνησεν λέγων· Ἡ παῖς, ⸀ἔγειρε. 
Lk 8:55	καὶ ἐπέστρεψεν τὸ πνεῦμα αὐτῆς, καὶ ἀνέστη παραχρῆμα, καὶ διέταξεν αὐτῇ δοθῆναι φαγεῖν. 
Lk 8:56	καὶ ἐξέστησαν οἱ γονεῖς αὐτῆς· ὁ δὲ παρήγγειλεν αὐτοῖς μηδενὶ εἰπεῖν τὸ γεγονός. 
